12,presence,192.168.1.89,,,-0.06,78.8,-0.62,171.7,0.98,1.93,2063.8,1.01,0.67,3150.9,0.95,0.57,10308.1,Hip-Hop,Synth,United Kingdom,Professional,58,British,hash_287532330
13,muddy,192.168.1.5,,,4.08,172.9,4.08,260.3,1.24,-0.2,1060.6,0.71,-2.05,3798.8,0.94,-3.61,8712.4,Classical,Synth,United Kingdom,Professional,56,British,hash_1644213434
14,presence,192.168.1.159,,,0.01,71.0,-0.26,198.9,0.83,2.91,1858.9,0.46,0.83,4204.2,0.98,0.5,11213.3,Electronic,Bass,United Kingdom,Professional,29,British,hash_3158365124
15,punchy,192.168.1.207,,,2.25,80.5,-1.37,125.4,1.43,3.0,2819.4,0.87,0.59,5666.0,0.74,1.31,11432.5,Rock,Synth,United Kingdom,Professional,58,British,hash_2934316188
16,warm,192.168.1.207,,,1.69,116.5,1.56,307.6,0.65,-0.41,808.6,0.7,-2.07,2421.8,0.78,-1.62,10299.4,Jazz,Synth,United Kingdom,Professional,49,British,hash_2924876132
17,warm,192.168.1.133,,,3.4,132.4,2.14,222.5,0.88,-0.4,859.3,0.61,-1.61,3176.2,0.56,-0.56,9234.1,Electronic,Mix,United Kingdom,Professional,45,British,hash_2563829642
18,warm,192.168.1.105,,,2.62,116.0,1.73,266.3,1.0,-0.63,700.4,0.82,-1.17,3604.8,0.82,-1.44,11086.3,Electronic,Vocal,United Kingdom,Professional,60,British,hash_1102150805
19,punchy,192.168.1.41,,,3.23,70.5,-1.4,161.6,1.44,1.74,3322.8,1.4,0.82,6918.8,0.84,0.94,11900.1,Rock,Drums,United Kingdom,Professional,60,British,hash_2740173661
20,punchy,192.168.1.233,,,2.92,75.5,-1.01,175.6,1.62,2.07,3276.4,0.73,0.52,7608.1,0.82,1.12,12452.5,Jazz,Bass,United Kingdom,Professional,28,British,hash_79786468
21,punchy,192.168.1.92,,,2.4,60.4,-1.75,139.3,1.9,1.73,2787.1,1.01,1.19,8359.7,0.62,0.65,10882.2,Metal,Drums,United Kingdom,Professional,35,British,hash_3067023338
22,warm,192.168.1.239,,,3.34,111.5,2.97,281.1,0.7,-0.69,671.2,0.8,-0.99,3219.5,1.37,-0.71,9652.1,Jazz,Bass,United Kingdom,Professional,46,British,hash_93377255
23,punchy,192.168.1.21,,,4.44,68.4,-1.38,144.8,1.52,1.85,2887.2,1.12,0.92,6171.7,0.75,0.57,11573.2,Hip-Hop,Vocal,United Kingdom,Professional,24,British,hash_2160328837
24,muddy,192.168.1.153,,,3.89,148.8,3.29,342.2,1.17,0.02,1007.0,0.81,-1.12,3419.7,0.81,-3.28,6817.5,Jazz,Vocal,United Kingdom,Professional,36,British,hash_166698528
25,warm,192.168.1.2,,,1.91,107.7,1.52,196.3,0.72,-0.29,884.9,0.71,-1.07,3332.3,1.0,-0.98,11532.8,Jazz,Vocal,United Kingdom,Professional,43,British,hash_2916904345
26,warm,192.168.1.101,,,1.87,145.3,1.91,205.8,1.17,0.09,623.6,0.77,-1.03,3056.8,0.8,-1.61,9777.0,Hip-Hop,Guitar,United Kingdom,Professional,24,British,hash_1056566420
27,airy,192.168.1.84,,,-0.71,91.4,-0.07,234.1,0.9,0.75,1279.1,0.84,2.67,9502.2,0.85,4.93,14770.6,Electronic,Drums,United Kingdom,Professional,40,British,hash_1786711242
28,muddy,192.168.1.197,,,4.02,144.2,4.37,305.7,1.03,0.31,1192.8,0.63,-2.73,3071.6,0.79,-2.32,8063.4,Rock,Vocal,United Kingdom,Professional,35,British,hash_2461557882
29,warm,192.168.1.99,,,3.25,122.4,1.75,286.9,0.89,-0.78,620.5,0.8,-1.38,3682.9,1.21,-1.23,10631.1,Pop,Synth,United Kingdom,Professional,54,British,hash_462069423
30,warm,192.168.1.70,,,2.51,138.7,2.29,288.0,1.24,-0.45,879.1,0.91,-1.51,3999.2,0.99,-1.24,10429.2,Classical,Vocal,United Kingdom,Professional,46,British,hash_3091714302
31,presence,192.168.1.142,,,0.16,79.5,-0.55,195.2,0.92,2.16,2470.0,1.09,0.78,3945.2,0.89,0.74,10623.5,Jazz,Drums,United Kingdom,Professional,33,British,hash_2110285555
32,presence,192.168.1.47,,,0.08,68.3,-0.61,188.8,1.07,2.52,1776.3,0.52,0.91,4375.0,0.89,0.39,10225.5,Metal,Bass,United Kingdom,Professional,22,British,hash_2678755822
33,punchy,192.168.1.204,,,2.71,69.6,-0.85,151.0,1.91,1.7,2777.8,0.82,0.65,6263.2,0.67,0.47,14722.9,Classical,Guitar,United Kingdom,Professional,54,British,hash_2175427777
34,presence,192.168.1.97,,,0.06,77.6,-0.47,220.1,0.84,3.52,1938.0,0.67,1.36,4012.9,1.05,0.25,10984.2,Metal,Mix,United Kingdom,Professional,39,British,hash_2604832791
35,bright,192.168.1.78,,,-2.06,123.1,-0.22,279.1,1.11,1.66,2271.3,0.74,1.27,5615.1,1.12,3.08,13226.6,Electronic,Guitar,United Kingdom,Professional,38,British,hash_2414361612
36,presence,192.168.1.238,,,0.03,73.8,-0.56,192.8,0.95,2.17,1565.1,0.8,0.72,4103.5,1.03,0.87,10859.9,Electronic,Vocal,United Kingdom,Professional,34,British,hash_1928493716
37,presence,192.168.1.23,,,0.04,90.6,-0.56,204.9,0.84,3.18,1757.4,0.75,1.07,4260.5,0.94,0.71,9965.4,Classical,Bass,United Kingdom,Professional,53,British,hash_1327182251
38,warm,192.168.1.160,,,2.59,102.1,2.33,214.3,1.43,-0.84,869.3,0.68,-1.24,2182.5,0.85,-0.55,10357.7,Metal,Guitar,United Kingdom,Professional,43,British,hash_2792125376
39,presence,192.168.1.84,,,-0.01,66.9,-0.58,218.3,0.68,3.66,1845.3,0.43,1.24,4001.9,0.86,0.56,10762.2,Metal,Synth,United Kingdom,Professional,26,British,hash_835301604
40,punchy,192.168.1.192,,,2.88,69.9,-1.71,116.0,1.61,2.39,3015.6,1.22,0.98,6602.2,0.69,1.12,12246.3,Metal,Guitar,United Kingdom,Professional,39,British,hash_272511927
41,airy,192.168.1.234,,,-0.22,83.7,0.15,229.4,0.74,0.49,1423.6,0.61,2.67,7001.0,0.52,5.14,15096.3,Metal,Drums,United Kingdom,Professional,38,British,hash_2729246004
42,punchy,192.168.1.69,,,3.4,67.8,-1.43,176.8,1.95,3.03,3109.1,1.15,1.14,7273.7,0.88,1.03,13135.8,Hip-Hop,Drums,United Kingdom,Professional,28,British,hash_616152566
43,muddy,192.168.1.11,,,2.36,104.4,4.4,224.6,0.72,-0.46,1018.3,0.55,-0.71,4100.0,1.14,-3.39,7967.5,Rock,Bass,United Kingdom,Professional,54,British,hash_3370704312
44,presence,192.168.1.254,,,-0.03,92.9,-0.17,223.1,0.83,1.26,2070.0,0.89,1.74,4343.6,0.97,0.76,9850.7,Hip-Hop,Synth,United Kingdom,Professional,21,British,hash_1491631584
45,warm,192.168.1.50,,,1.87,110.3,1.54,255.2,0.95,-0.75,682.0,0.88,-1.26,3188.4,0.87,-1.2,8202.7,Hip-Hop,Mix,United Kingdom,Professional,21,British,hash_2852647351
46,presence,192.168.1.170,,,0.0,74.7,-0.43,204.9,0.96,1.76,1842.1,0.62,0.73,3143.3,0.84,0.68,10660.7,Classical,Bass,United Kingdom,Professional,33,British,hash_79168538
47,bright,192.168.1.233,,,-0.65,109.0,-0.88,255.0,1.35,2.49,2926.1,0.8,1.71,5310.4,0.44,2.65,12175.1,Jazz,Vocal,United Kingdom,Professional,45,British,hash_1786334586
48,airy,192.168.1.19,,,-0.62,94.0,0.14,257.6,0.87,0.08,1149.1,0.85,1.76,8318.1,0.85,4.38,13448.7,Pop,Synth,United Kingdom,Professional,28,British,hash_3886286019
49,bright,192.168.1.45,,,-1.06,123.4,-0.32,308.8,0.8,2.27,2555.4,0.64,1.9,7024.0,0.97,3.51,11349.8,Rock,Vocal,United Kingdom,Professional,53,British,hash_1735826178
50,bright,192.168.1.26,,,-0.56,93.3,-1.45,255.7,0.48,1.27,2280.3,0.74,1.49,5010.8,0.72,3.57,10351.4,Hip-Hop,Drums,United Kingdom,Professional,55,British,hash_667135599
51,presence,192.168.1.128,,,-0.1,70.8,-0.48,185.9,0.93,5.19,2598.3,0.87,0.78,3327.9,1.06,0.85,9633.3,Metal,Guitar,United Kingdom,Professional,29,British,hash_3847337501
52,bright,192.168.1.101,,,-1.09,70.7,-0.98,280.6,0.83,2.9,2564.1,0.59,1.32,6300.2,0.83,1.37,11873.0,Hip-Hop,Synth,United Kingdom,Professional,25,British,hash_377068767
53,punchy,192.168.1.84,,,2.83,65.8,-0.65,145.5,1.4,2.17,2558.2,1.3,0.72,6211.5,0.76,0.84,12500.0,Pop,Bass,United Kingdom,Professional,31,British,hash_867976799
54,bright,192.168.1.109,,,-0.97,86.1,-0.86,303.2,1.07,1.46,2704.8,0.79,1.6,5947.3,0.95,2.08,13976.3,Pop,Vocal,United Kingdom,Professional,36,British,hash_1047396173
55,bright,192.168.1.82,,,-1.56,89.7,-0.97,223.4,0.53,1.59,2516.0,0.83,1.0,5667.8,0.65,2.32,12756.6,Classical,Vocal,United Kingdom,Professional,47,British,hash_4037591706
56,punchy,192.168.1.100,,,2.92,57.1,-1.78,146.6,0.96,2.28,2507.7,1.3,0.84,7819.5,0.71,1.8,9699.9,Rock,Bass,United Kingdom,Professional,58,British,hash_1772461546
57,presence,192.168.1.175,,,-0.08,78.8,-0.49,181.2,0.84,2.91,2135.5,0.76,1.3,4737.9,0.95,0.14,11121.3,Pop,Synth,United Kingdom,Professional,27,British,hash_194276440
58,warm,192.168.1.138,,,1.73,129.6,1.19,227.8,0.86,-0.55,822.0,0.8,-1.83,2729.0,0.95,-1.62,9663.3,Hip-Hop,Synth,United Kingdom,Professional,30,British,hash_1355363029
59,warm,192.168.1.99,,,1.56,160.9,1.74,253.4,1.32,-0.61,1043.5,0.84,-1.77,2467.8,1.02,-0.86,10297.0,Jazz,Synth,United Kingdom,Professional,50,British,hash_1379053273
60,punchy,192.168.1.209,,,3.79,59.6,-1.68,176.0,1.7,2.29,2588.4,1.04,1.04,7193.3,0.77,0.83,13110.9,Pop,Vocal,United Kingdom,Professional,47,British,hash_3737304083
61,bright,192.168.1.70,,,-1.14,94.0,-0.67,256.9,1.03,1.64,2013.8,0.71,1.65,7677.6,1.15,3.41,14307.0,Electronic,Drums,United Kingdom,Professional,48,British,hash_3418395585
62,presence,192.168.1.85,,,0.16,89.9,-0.63,162.7,0.96,3.03,1899.1,0.63,0.4,4010.6,1.12,0.38,8839.0,Jazz,Bass,United Kingdom,Professional,56,British,hash_2435398677
63,presence,192.168.1.88,,,0.0,73.0,-0.48,222.2,1.03,3.61,2580.4,0.6,0.91,4543.9,0.91,0.46,10787.6,Pop,Drums,United Kingdom,Professional,33,British,hash_760105082
64,warm,192.168.1.12,,,2.24,123.3,1.95,287.1,1.57,0.06,884.0,0.67,-1.81,2764.9,1.39,-1.0,10756.2,Hip-Hop,Vocal,United Kingdom,Professional,54,British,hash_433042835
65,presence,192.168.1.238,,,0.07,77.3,-0.25,210.0,0.75,2.79,1998.1,0.61,1.03,4014.2,0.93,0.11,9499.7,Hip-Hop,Synth,United Kingdom,Professional,50,British,hash_2215821358
66,warm,192.168.1.187,,,2.84,88.9,1.36,276.5,0.82,-0.99,842.3,0.77,-1.35,2687.5,1.05,-1.16,8564.1,Hip-Hop,Vocal,United Kingdom,Professional,33,British,hash_1472138803
67,bright,192.168.1.233,,,-0.55,144.9,-0.78,228.5,0.83,1.88,2930.9,0.61,1.91,5656.4,0.82,1.61,11624.2,Rock,Vocal,United Kingdom,Professional,36,British,hash_3727179613
68,warm,192.168.1.180,,,1.47,141.7,1.71,241.0,1.15,-0.77,886.4,0.95,-1.3,3302.7,0.91,-1.45,11566.3,Rock,Vocal,United Kingdom,Professional,44,British,hash_3187794519
69,airy,192.168.1.90,,,-0.35,77.6,0.08,224.6,0.7,0.35,1828.2,0.75,1.88,7033.4,0.78,4.02,14903.7,Pop,Drums,United Kingdom,Professional,51,British,hash_3503368091
70,punchy,192.168.1.243,,,3.09,54.3,-1.18,183.6,1.34,1.96,3359.9,1.08,0.61,6849.1,0.66,1.32,10753.2,Metal,Bass,United Kingdom,Professional,34,British,hash_1283359509
71,warm,192.168.1.138,,,1.48,131.0,1.21,256.8,1.28,-0.88,776.2,0.57,-1.77,3131.0,0.88,-1.41,11095.2,Rock,Synth,United Kingdom,Professional,54,British,hash_1295687022
72,punchy,192.168.1.160,,,3.43,83.1,-1.39,146.8,1.45,2.56,2831.8,1.26,0.93,6037.6,1.03,0.73,13186.4,Metal,Drums,United Kingdom,Professional,60,British,hash_1549955108
73,presence,192.168.1.104,,,0.17,66.2,-0.53,173.5,0.85,2.1,1863.9,0.77,0.85,4094.9,1.01,0.75,10441.5,Rock,Synth,United Kingdom,Professional,41,British,hash_2919318577
74,muddy,192.168.1.34,,,3.65,157.0,4.68,255.1,1.0,0.16,753.5,0.53,-2.94,4420.3,1.03,-4.66,9531.4,Electronic,Drums,United Kingdom,Professional,22,British,hash_858590107
75,muddy,192.168.1.169,,,2.34,134.0,5.3,293.7,1.44,-0.04,1028.6,0.55,-1.16,4228.1,0.89,-2.02,7823.5,Metal,Drums,United Kingdom,Professional,41,British,hash_1091953219
76,presence,192.168.1.109,,,0.16,95.0,-0.22,185.6,0.98,2.57,2083.5,0.91,1.33,3986.6,0.91,0.3,10275.9,Rock,Drums,United Kingdom,Professional,49,British,hash_339396278
77,bright,192.168.1.17,,,-1.16,90.9,-1.03,277.2,0.65,2.05,2500.4,0.85,1.92,4988.8,1.05,2.72,13493.2,Rock,Synth,United Kingdom,Professional,48,British,hash_236730386
78,presence,192.168.1.133,,,0.06,81.2,-0.25,202.0,1.08,2.94,2029.7,0.97,0.82,4173.0,1.0,0.82,9074.7,Electronic,Synth,United Kingdom,Professional,58,British,hash_1815691464
79,warm,192.168.1.215,,,2.22,124.1,2.02,238.6,1.42,-1.09,667.4,0.71,-2.04,3253.7,0.79,-1.63,9202.6,Metal,Mix,United Kingdom,Professional,46,British,hash_2706528705
80,bright,192.168.1.222,,,-1.22,106.6,-0.78,374.3,0.97,2.41,2721.2,0.77,1.16,4846.7,0.8,2.01,9639.7,Metal,Guitar,United Kingdom,Professional,45,British,hash_1522264951
81,warm,192.168.1.179,,,2.02,117.2,1.9,270.5,0.97,-0.47,812.6,0.85,-1.87,3208.7,0.85,-0.52,8168.8,Hip-Hop,Guitar,United Kingdom,Professional,44,British,hash_4181032860
82,bright,192.168.1.190,,,-1.14,116.4,-0.82,242.9,0.75,1.2,2436.3,0.9,1.48,6131.6,0.82,1.72,10403.9,Classical,Mix,United Kingdom,Professional,38,British,hash_3955420889
83,muddy,192.168.1.197,,,4.98,192.8,5.26,286.6,1.53,0.26,908.8,0.76,-1.52,4352.3,1.18,-1.37,8413.9,Hip-Hop,Guitar,United Kingdom,Professional,55,British,hash_3657593388
84,warm,192.168.1.12,,,2.64,138.3,1.36,283.1,1.05,-1.25,912.7,0.78,-1.28,2796.5,0.97,-1.36,9740.3,Rock,Mix,United Kingdom,Professional,27,British,hash_2682473167
85,airy,192.168.1.74,,,-0.31,77.6,0.09,183.7,0.76,0.7,1532.4,0.69,1.51,9411.5,0.54,4.0,15791.3,Electronic,Bass,United Kingdom,Professional,31,British,hash_2101634187
86,warm,192.168.1.122,,,0.87,130.7,1.85,216.1,0.76,-0.6,773.6,1.03,-0.78,3202.6,0.91,-1.21,10656.7,Electronic,Synth,United Kingdom,Professional,56,British,hash_1974078958
87,warm,192.168.1.243,,,3.05,122.2,2.56,208.9,0.99,-0.34,838.9,0.97,-1.14,3036.3,0.77,-1.29,10574.0,Rock,Bass,United Kingdom,Professional,48,British,hash_3347815599
88,muddy,192.168.1.85,,,3.71,157.9,5.08,256.8,1.31,-0.18,859.0,1.01,-2.19,3698.7,0.89,-4.03,9090.2,Rock,Drums,United Kingdom,Professional,23,British,hash_165213831
89,punchy,192.168.1.77,,,3.12,63.5,-1.35,132.9,0.79,2.85,2997.4,0.71,0.81,5099.4,0.66,1.79,10545.1,Classical,Bass,United Kingdom,Professional,26,British,hash_3783326687
90,presence,192.168.1.65,,,0.02,61.4,-0.57,176.0,0.94,3.64,2249.5,0.45,0.77,4260.9,0.9,0.48,8031.1,Classical,Mix,United Kingdom,Professional,34,British,hash_3121386640
91,punchy,192.168.1.57,,,3.77,64.1,-1.67,164.0,1.36,1.24,2852.1,0.73,0.5,7843.5,0.96,1.4,12523.7,Electronic,Drums,United Kingdom,Professional,57,British,hash_3642264268
92,presence,192.168.1.154,,,-0.17,71.5,-0.31,230.9,0.97,2.17,1807.1,0.75,0.53,3788.3,1.01,0.39,9915.8,Rock,Drums,United Kingdom,Professional,49,British,hash_1009176574
93,presence,192.168.1.91,,,-0.01,75.6,-0.6,217.6,0.76,2.0,2156.1,0.61,0.53,3853.2,0.96,0.62,10227.4,Hip-Hop,Drums,United Kingdom,Professional,28,British,hash_177016594
94,muddy,192.168.1.239,,,3.75,148.8,4.14,338.1,1.03,0.06,925.0,0.66,-2.94,4349.3,1.02,-2.39,8762.5,Jazz,Drums,United Kingdom,Professional,24,British,hash_3928822687
95,airy,192.168.1.229,,,-0.49,74.4,-0.0,242.4,0.74,0.48,1362.1,0.77,2.73,8162.4,0.98,4.1,14584.7,Hip-Hop,Drums,United Kingdom,Professional,48,British,hash_3444177631
96,muddy,192.168.1.27,,,3.17,145.0,3.87,354.3,1.62,-0.0,1183.5,0.72,-2.8,4632.3,0.81,-2.98,8944.5,Metal,Guitar,United Kingdom,Professional,23,British,hash_1011076767
97,presence,192.168.1.66,,,-0.07,82.1,-0.63,175.8,0.92,4.42,1579.6,0.72,1.08,3784.9,0.89,0.83,10967.8,Jazz,Drums,United Kingdom,Professional,27,British,hash_2401955267
98,bright,192.168.1.127,,,-0.89,123.1,-0.4,335.2,1.27,2.12,2525.8,0.7,1.43,5861.1,0.67,3.19,12307.7,Jazz,Vocal,United Kingdom,Professional,42,British,hash_1738772134
99,warm,192.168.1.66,,,2.17,117.8,1.76,232.8,1.37,-0.26,931.6,0.82,-1.34,3040.4,0.93,-1.86,8367.3,Rock,Vocal,United Kingdom,Professional,35,British,hash_864187929
100,presence,192.168.1.40,,,0.23,83.6,-0.28,207.3,0.95,2.98,1996.4,0.61,1.27,3314.8,0.92,0.58,10391.1,Pop,Vocal,United Kingdom,Professional,23,British,hash_3664163278
101,bright,192.168.1.32,,,-0.97,83.3,-1.16,375.0,0.76,2.06,2402.6,0.71,1.49,5935.1,0.87,2.89,12234.0,Classical,Vocal,United Kingdom,Professional,30,British,hash_2086325551
102,bright,192.168.1.63,,,-0.88,129.8,-0.45,317.9,1.0,1.62,2718.6,0.76,1.33,7490.8,0.88,1.91,12415.1,Jazz,Mix,United Kingdom,Professional,27,British,hash_3741119876
103,punchy,192.168.1.252,,,3.12,67.0,-1.42,170.5,0.98,1.97,3153.6,0.91,1.0,6593.2,0.8,0.91,13426.5,Electronic,Vocal,United Kingdom,Professional,44,British,hash_2241945120
104,bright,192.168.1.79,,,-1.44,59.7,-0.39,344.4,1.16,2.44,2006.2,0.66,1.61,6201.9,0.71,3.68,11835.1,Classical,Mix,United Kingdom,Professional,34,British,hash_4008191789
105,warm,192.168.1.120,,,3.0,136.1,1.76,234.9,0.82,-0.0,744.4,0.82,-1.3,3648.0,1.18,-1.58,9529.8,Classical,Mix,United Kingdom,Professional,53,British,hash_3943524683
106,warm,192.168.1.143,,,2.68,124.5,2.16,259.4,0.59,-0.05,688.4,0.74,-1.2,2929.4,1.01,-1.15,11712.9,Jazz,Mix,United Kingdom,Professional,54,British,hash_3644960713
107,warm,192.168.1.103,,,1.55,112.3,1.7,239.1,1.34,-0.68,789.0,0.79,-1.15,3286.6,1.15,-0.88,10048.2,Pop,Drums,United Kingdom,Professional,39,British,hash_633829793
108,presence,192.168.1.198,,,0.04,84.0,-0.41,186.7,0.75,3.61,1974.9,0.91,0.51,3863.5,0.81,0.63,11764.6,Electronic,Bass,United Kingdom,Professional,23,British,hash_1834576805
109,warm,192.168.1.168,,,2.44,148.5,1.6,267.2,1.01,-0.58,689.7,0.79,-1.84,3297.2,1.11,-1.12,8967.8,Electronic,Mix,United Kingdom,Professional,28,British,hash_3313336082
110,muddy,192.168.1.22,,,4.91,168.2,4.53,295.8,1.07,-0.05,1061.3,0.7,-2.49,4918.1,1.06,-2.88,8856.1,Pop,Bass,United Kingdom,Professional,45,British,hash_323028630
111,warm,192.168.1.130,,,1.1,124.3,1.76,202.3,0.9,-0.76,800.8,0.81,-1.68,3300.1,1.11,-1.82,9031.0,Jazz,Mix,United Kingdom,Professional,54,British,hash_2870370553
112,presence,192.168.1.94,,,-0.14,77.3,-0.53,176.3,0.94,3.33,1980.3,0.67,0.78,4378.1,0.91,0.74,10739.8,Electronic,Vocal,United Kingdom,Professional,32,British,hash_2276315021
113,bright,192.168.1.93,,,-1.12,94.9,-1.22,377.3,1.29,1.36,2210.1,0.81,0.96,4985.0,1.31,3.33,12293.1,Jazz,Vocal,United Kingdom,Professional,48,British,hash_2991863958
114,muddy,192.168.1.127,,,3.25,201.4,4.4,283.7,1.53,0.17,1056.0,0.75,-0.8,4649.7,0.89,-4.92,8172.2,Metal,Guitar,United Kingdom,Professional,38,British,hash_4144011543
115,bright,192.168.1.147,,,-1.36,97.0,-0.95,354.6,1.09,2.82,2252.1,0.82,1.52,6330.9,0.86,2.11,13761.1,Jazz,Guitar,United Kingdom,Professional,46,British,hash_3171262829
116,punchy,192.168.1.134,,,3.21,70.0,-0.82,157.8,1.69,2.04,3166.3,0.75,0.73,6159.4,0.74,0.89,9360.9,Jazz,Guitar,United Kingdom,Professional,34,British,hash_614386358
117,warm,192.168.1.109,,,1.92,131.1,2.35,200.1,1.24,-0.51,768.1,0.66,-1.72,3414.2,1.16,-1.63,10795.5,Metal,Bass,United Kingdom,Professional,38,British,hash_3793140658
118,warm,192.168.1.49,,,3.06,144.1,1.56,211.7,0.89,-0.55,791.8,0.78,-1.73,3660.1,1.12,-1.77,9100.5,Electronic,Vocal,United Kingdom,Professional,55,British,hash_3061847231
119,punchy,192.168.1.50,,,2.69,63.3,-1.9,167.3,1.17,1.44,2932.3,1.12,1.32,8994.7,0.93,0.8,10374.7,Classical,Drums,United Kingdom,Professional,51,British,hash_685061514
120,muddy,192.168.1.26,,,4.85,160.4,5.42,309.3,0.97,0.11,860.6,0.72,-2.97,4452.5,0.75,-3.71,7532.0,Pop,Bass,United Kingdom,Professional,49,British,hash_2429970334
121,airy,192.168.1.228,,,-0.27,78.7,0.2,238.5,0.85,0.46,1258.3,0.62,2.01,8598.7,0.61,4.97,13905.1,Classical,Guitar,United Kingdom,Professional,57,British,hash_3659748379
122,punchy,192.168.1.11,,,3.68,79.2,-1.53,123.0,1.34,2.97,4002.0,1.13,1.15,6202.9,0.66,1.25,11798.5,Classical,Vocal,United Kingdom,Professional,41,British,hash_541350075
123,muddy,192.168.1.154,,,5.04,198.4,4.55,308.0,1.33,0.29,1286.4,0.89,-2.0,3806.9,0.95,-2.61,9711.8,Classical,Drums,United Kingdom,Professional,49,British,hash_4022665328
124,bright,192.168.1.151,,,-0.69,78.5,-1.09,319.7,0.78,1.62,2500.8,0.85,1.56,5878.7,0.92,3.28,10385.0,Rock,Mix,United Kingdom,Professional,23,British,hash_3603512828
125,presence,192.168.1.100,,,0.14,59.6,-0.04,222.1,0.79,2.18,2071.3,0.44,1.28,4156.8,1.0,0.64,10175.5,Hip-Hop,Synth,United Kingdom,Professional,22,British,hash_3160903572
126,bright,192.168.1.94,,,-0.67,88.0,-0.97,212.3,1.1,2.48,2517.8,0.73,2.1,6262.6,0.94,2.35,13772.0,Jazz,Guitar,United Kingdom,Professional,44,British,hash_1891977187
127,muddy,192.168.1.246,,,3.05,151.3,3.55,333.0,1.01,-0.24,1143.4,0.78,-2.71,3962.2,1.16,-2.39,6644.4,Rock,Bass,United Kingdom,Professional,50,British,hash_2743005417
128,airy,192.168.1.88,,,-0.37,49.9,-0.09,225.7,0.81,0.72,1425.5,0.78,2.07,7599.0,0.67,4.05,14469.1,Electronic,Guitar,United Kingdom,Professional,51,British,hash_740165122
129,muddy,192.168.1.118,,,3.67,145.7,5.34,311.1,0.79,-0.06,940.1,0.63,-1.23,3700.7,0.98,-3.09,7374.2,Pop,Mix,United Kingdom,Professional,60,British,hash_3799512768
130,presence,192.168.1.158,,,0.01,90.1,-0.37,199.1,0.91,3.47,1857.0,0.7,1.38,3944.5,0.99,0.37,9497.9,Classical,Synth,United Kingdom,Professional,23,British,hash_3020104966
131,warm,192.168.1.173,,,2.47,118.4,1.47,285.5,0.91,-1.04,905.2,0.9,-1.95,3228.3,1.11,-1.07,10228.1,Pop,Mix,United Kingdom,Professional,48,British,hash_4002871047
132,presence,192.168.1.190,,,0.07,84.6,-0.12,198.8,1.04,2.8,1994.1,1.05,1.41,3773.8,0.99,0.87,8586.9,Electronic,Vocal,United Kingdom,Professional,60,British,hash_3650167037
133,punchy,192.168.1.123,,,3.62,70.2,-1.49,150.0,1.19,2.11,3351.1,0.97,0.23,7586.4,0.85,2.32,13090.9,Rock,Synth,United Kingdom,Professional,33,British,hash_2345840343
134,punchy,192.168.1.120,,,3.74,60.3,-1.18,140.8,1.78,2.35,2832.8,0.81,0.84,7439.2,0.83,1.61,12349.8,Pop,Synth,United Kingdom,Professional,56,British,hash_2365965688
